tweet_text,actual_sentiment,predicted_sentiment
jetblue lost business enjoy profit,0,0
southwestair way help entry vega event boyfriend amp imaginedragons fan since awesome,1,2
usairways experienced defines customer service flt flight attendant willing follow passenger bag charge,0,0
southwestair yeah rebooked tomorrow hoping rd time charm cancelled flightled flight,0,0
united please see dm,1,1
united help girlfriend amy lloyd going miss flt zurich bc fault need golf cart meet ord,0,0
jetblue guy rock,2,2
jetblue missed goal nhlonnbcsports inept male stewardess landed already havent taken yet,0,0
virginamerica moodlighting way fly best experience ever cool calming moodlitmonday,2,2
southwestair love imagine dragon much eould die got ticket,2,2
southwestair rock open letter flight attendant lt child inspired thank,2,2
jetblue understand everyone said different thing flight late flightr night one u got take,0,0
southwestair first cockroach crawling counter gate visible mouse trap seat gate,0,0
southwestair please send number call talk person put hold,0,0
southwestair thanks terrible service stranded mdw day amp cant find confirmation rebooked flight mke,0,0
usairways drink voucher next flight winkwink,2,0
americanair worry even though talking seat assignment,2,0
jetblue also thanks prompt reply im really impressedand youre brushing much appreciated,2,2
southwestair freezing plane,0,0
united live abroad flight booking problem flight come visit state,1,0
americanair aww cool nice know still head one faves,2,2
united making sure flight arent delayed due poor maintenance would start,0,0
southwestair used exclusively fly sw late flightly direct flight amp cheaper cost switched whyso fewdirectflights,0,0
united phenomenal frm gate sea gate iad,2,0
jetblue sent curious see kind comp get,2,0
americanair still flight ive allll day boarding waiting catering,0,0
usairways im stupid ive done web development yr issue confirmed support website,0,0
usairways whats going clt,1,1
united way help find flight la stuck dia sat plane hr waiting hour update,0,0
southwestair thank great tool,2,2
americanair ejacqui updated screen people would know late flightst info good bad wouldnt work,0,0
americanair th flight rebooked cancelled flighted woohoo going make laguardiaair,0,0
jetblue daughter college game denver one set parent,1,1
jetblue never received credit inoperable tv sfo gt jfk flight week ago never got email,0,0
usairways patience acceptable,0,0
americanair still waiting news bag hr already happened company dont give passenger certain information,0,0
united diverged burlington vermont suck,0,0
usairways whats wrong plane flt,0,0
jetblue haiti id food distribution hundred hungry kid nearby village flyingitforward,1,1
americanair flight cancelled flightled website say call phone numberphone say check online supposed get help,0,0
virginamerica flight delayed hour la due mechanical problem handle like pro could tossed u free drink,0,0
americanair company hell consideration customer give hundred million dollar per year smh,0,0
united lost belonging honest,0,0
united probably wouldnt someone returned call email case number,0,0
united could email resent doesnt appear arrived,0,0
united delay c help notification,0,0
americanair chicago seen seat aa far great ride pdx,2,2
united stuck airport hour standby cuz pilot showed late flight pjs amp missed connectin flight pjs tell u nyfw,0,0
united horrible attitude staff delay level service respect one expects united,0,0
usairways cant wait nytimes wsj find poorly usairways handled situation shameful,0,0
southwestair breaking heart bwi hr business,0,0
usairways delay due faulty engine light great work guy coming hr sitting plane worstairlineinamerica,0,0
united thanks gate agent extraordinaire seau fong helping get rebooked boise hopefully home nyc sometime tonight,2,2
united bag tagging led many people backing aisle front bag,0,0
usairways gregm well certainly nothing happening front scene noaccountability disappointing,0,0
united course morning see nonstop iah sfo available yesterday unitedhatesusall,0,1
southwestair ind website say contact airline flight tomorrow atl hold hour give info,0,0
americanair youre running hour behind replying anyone via twitter beyond unacceptable im running time,0,0
usairways baggage drop phl bc incredibly backed unacceptable service,0,0
usairways cannot book redeem companion fair without speaking agent v family emergency unacceptable,0,0
jetblue thanks prompt response know put safety first unfortunately hit freezing rainsleet ride home,2,2
usairways wife trying check flight tonight rswwebsite allowing saying must go airport part,0,0
americanair pm wheel exact im sending dm,1,0
virginamerica grouping virgin others bos weather exposed actual cu serv model never flight booking problem virgin,0,1
united ewrlax ua seatarmrest broken discover takeoff flight fullfa filed report chat partial refund,0,0
united diverted missed connecting flight told bag way msy people cared,0,0
united believe cancelled flighted yesterday guess go back notification united cancelled flightlation,0,0
usairways never fly u airway american share nightmare story many others know fly,0,0
united late flight future flight train staff better handle emergency situation ground staff customer service,0,0
americanair bad rep loosing costumer luggage stopped flying back,0,0
united thats gist flight attendant told,0,0
usairways guy straight suck as,0,0
southwestair hold hour hung cancelled flightled flight running daycare kid trapped home,0,0
united never flying guy ever customer service piss poor best,0,0
united lisa j amazing guy much,1,2
jetblue everyone pilot found last flight plane dirty clean area amp seat,0,0
usairways said way get plane leave would make connection fee instead earlier late flightr,0,0
united im glad k mean something lol,1,0
southwestair helloare flight taking dallaslovefield airport noon supposed travel flight san antonio,1,0
americanair fix engine flight aaso dont spend night airport fly home tomorrow,0,0
americanair thank processing refund,2,2
americanair wife amp infant daughter aa abidfw en route delayed yall hold aa rdu connect,0,0
usairways wait booked along hotel nearby sent anyway hotel manager disbelief,0,0
united kurt crew ua amazing today made son birthday kindness hope fly soon,2,2
